geneID	moduleColor	GS.Reproductives	GS.NonReproductives	p.GS.Reproductives	MM.pink	p.MM.pink	MM.brown	p.MM.brown	MM.black	p.MM.black	MM.green	p.MM.green	MM.yellow	p.MM.yellow	MM.red	p.MM.red	MM.grey	p.MM.grey	MM.turquoise	p.MM.turquoise	MM.blue	p.MM.blue
gene-LOC107063760	black	0.563940711560368	-0.563940711560368	0.00410262207152301	-0.428749638111038	0.0365738142105544	0.0373762006489117	0.86234446811201	0.877047934940786	0.0000000187418446862147	-0.0623773419400127	0.7721574909975	-0.680131297360565	0.000255614058414362	0.445037767138584	0.0293190319302046	0.607317222487151	0.00164787732950136	-0.598630745580626	0.00199855988749592	-0.107829373858031	0.616005062508283
gene-LOC107065617	black	0.533853367050938	-0.533853367050938	0.00721250101875747	-0.443108129899675	0.0301129373133168	-0.162411043661456	0.448313757665295	0.783732820536754	0.00000589383298328005	-0.166554975894884	0.436658770281182	-0.356757554677464	0.0870292436064228	0.151778349102135	0.478955631582317	0.171435689996222	0.423142417313458	-0.560582599426114	0.00438061929757709	-0.520905440204135	0.00905544646322976
gene-LOC107069432	black	0.531660621426124	-0.531660621426124	0.00750049422657909	-0.438222735973613	0.0321998354551548	-0.084732546945586	0.6938376120565	0.917424679929659	0.00000000028518965564675	-0.134303743184343	0.531529918575222	-0.541104380874346	0.00632495096815344	0.247776782057525	0.243061689798337	0.409618419823671	0.0468347925987084	-0.583432148666787	0.00276560344830589	-0.296353010692178	0.159681309934304
gene-LOC107063640	black	-0.53144094729225	0.53144094729225	0.00752986640686744	0.23801351420639	0.262728008271749	0.269837551230257	0.202248751257815	-0.824204371843897	0.000000738700190935915	0.0977306453304295	0.649604558155232	0.59562339343095	0.00213393020632587	-0.267820901219859	0.205773020464294	-0.454378400435823	0.0257093229339811	0.694471757628644	0.000166469704571928	0.365178556721454	0.0793142286871662
gene-LOC107073137	black	0.524797227375729	-0.524797227375729	0.00846453450712775	-0.405287608564745	0.0494431986656311	-0.0829073853445419	0.700131194128216	0.930751309208934	0.0000000000438253538072391	-0.178649813601858	0.403588028692587	-0.495325565292518	0.0138502512907772	0.349260381071685	0.0943598713291163	0.388430877360599	0.0606890677547468	-0.557435525567152	0.00465537413800492	-0.331713832527621	0.113302503305115
gene-LOC107070408	black	0.515997530475497	-0.515997530475497	0.00984902724366502	-0.448300425753836	0.0280148215576175	-0.048456594324138	0.822098368134276	0.949505911563317	0.00000000000148305692751182	0.042479402495663	0.843761189626151	-0.711561188340691	0.000096660280317779	0.411552506516996	0.0457052551079975	0.64002348816859	0.000756429654014492	-0.646798714463718	0.000636586257928673	-0.137870071774737	0.520583997865153
gene-LOC107065650	black	0.504052415164101	-0.504052415164101	0.0120235340178863	-0.380861961577065	0.0663376507302434	-0.109115096986314	0.611778747763787	0.892553850213125	0.00000000458436125640505	-0.12444973352138	0.562326121875083	-0.48378836755797	0.0166086577227078	0.408908666874452	0.0472547310296809	0.408673976235391	0.047394235602627	-0.582077446982982	0.00284469312654477	-0.356494068630115	0.0872794006260233
gene-LOC107072406	black	0.497271032497139	-0.497271032497139	0.013424489466557	-0.389104078262877	0.0602052041421368	-0.111433202991538	0.604189232064529	0.871528257303139	0.0000000295796045796208	-0.0375795981936505	0.861602373520533	-0.399627782132288	0.05302119271394	0.485934585469585	0.0160641534232663	0.385996079229706	0.0624641211563996	-0.614149008974595	0.00141034422292249	-0.434203725700552	0.0340016014933105
gene-LOC107070766	black	0.493754213145965	-0.493754213145965	0.0142021690281315	-0.456272465207772	0.0250229012536137	-0.1835485218621	0.390602107298041	0.888835466725441	0.00000000654702882762619	0.296371098680756	0.159654618996693	-0.570536137479751	0.003599731625103	0.593996378864983	0.00221036658425664	0.583872675066312	0.00274029007911246	-0.765823905253348	0.000012913924036945	-0.357497873578768	0.0863292543524831
gene-LOC107064157	black	0.492092511714657	-0.492092511714657	0.0145822607350776	-0.51077731942578	0.0107554135940635	-0.0369462128638022	0.863913646898226	0.87015598506883	0.0000000330262383525032	0.0933687335639035	0.664329613481061	-0.514835508684637	0.0100451112144335	0.608318683284809	0.00161105568259157	0.496848254519293	0.0135160875941061	-0.573128867536851	0.00341683619717553	-0.225087009299306	0.290294175379189
gene-LOC107069976	black	0.481317334107711	-0.481317334107711	0.0172541205611768	-0.526940942524831	0.00815296567506549	-0.120744104326726	0.574110488428074	0.95499544996355	0.000000000000429030160724742	0.130142681402206	0.544436718991425	-0.716524634598585	0.0000819524318285236	0.397545849618547	0.0543867590422068	0.652217293558406	0.000552900481511985	-0.704407311959688	0.00012191223660419	-0.161185644737995	0.451791423229323
gene-LOC107064253	black	0.473880274713494	-0.473880274713494	0.0193211092650403	-0.393771021249581	0.056932097553546	-0.132137627739737	0.538230749862035	0.957319906455927	0.000000000000242025772125763	0.0186237032949037	0.931169321462694	-0.616650760602103	0.00133102233251923	0.330833072121461	0.114321644745295	0.5583786596266	0.00457155451251621	-0.64508696059074	0.000665199179969392	-0.248663701331578	0.241324206765768
gene-LOC107068232	black	0.47241809131321	-0.47241809131321	0.0197502184710283	-0.402341627745757	0.0512812942532739	-0.130784391541916	0.542436855731975	0.870962792850928	0.0000000309586579277187	0.243288632093844	0.251979167456468	-0.785506752242924	0.00000543171554998143	0.30255247182828	0.150716048418473	0.787656602753762	0.00000491494743640242	-0.761723326110011	0.0000153079505466726	-0.0643985380595572	0.764973930173038
gene-LOC107073844	black	0.460230507905383	-0.460230507905383	0.0236360587944613	-0.425855852773714	0.0379997746172759	-0.185800313862481	0.384713042847513	0.963036281024112	0.0000000000000511082507763479	0.110149097975329	0.608388560853767	-0.605463594603401	0.00171793034871251	0.52552719493756	0.0083573489782591	0.562253005115325	0.00424041804436687	-0.710233992295595	0.00010096487918699	-0.335496177252118	0.109001440534987
gene-LOC107074186	black	-0.457973911575417	0.457973911575417	0.0244189292867902	0.269620163897154	0.202626674384021	0.0582621969212987	0.786838868943236	-0.772592307706282	0.00000968009943785992	-0.271323770288998	0.199677785650973	0.608176664827133	0.00161623423042147	-0.648462103137583	0.000609806010250285	-0.676166547566212	0.000286619595157386	0.660139037561313	0.000447717240771742	0.143939375145407	0.502207818127189
gene-LOC107068374	black	0.453359053142428	-0.453359053142428	0.0260849563816637	-0.521814943316858	0.00891437696740853	-0.135006204416653	0.529365349733941	0.922902454244924	0.000000000137567559664235	0.218575462580832	0.304840429371505	-0.784884100225812	0.00000559011966306956	0.440178161629781	0.0313511351960898	0.73679002748612	0.0000402554081478457	-0.741576463338107	0.0000337178376011562	-0.100282722904893	0.641047413437192
gene-LOC107074470	black	0.450619164208643	-0.450619164208643	0.0271165027199816	-0.364381382422899	0.0800215877626238	-0.26659280321102	0.207939428752476	0.950934511712989	0.00000000000108881705942417	-0.0347679871768046	0.871870322903837	-0.51492587465268	0.0100297476224066	0.322882360119219	0.12382694302273	0.382292578440032	0.065240290299851	-0.683789083287213	0.000229639942217343	-0.469494816142838	0.0206313006429448
gene-LOC107071245	black	0.443624784060291	-0.443624784060291	0.029898708396394	-0.263415337732378	0.213615773388007	-0.240157067136439	0.258325257359778	0.933386444922264	0.0000000000289593810709743	-0.0207541850696996	0.923316780049458	-0.525518183196207	0.00835866531760013	0.316269263948363	0.132159573693427	0.442875828007359	0.0302096591254023	-0.651055587663089	0.000569992616317541	-0.399183050633003	0.0533106374439179
gene-LOC107068608	black	0.443565450865383	-0.443565450865383	0.0299232486496808	-0.460495778134964	0.0235453746735374	-0.160451148754848	0.453882690886944	0.957208465752622	0.00000000000024893909130588	0.0799384471716514	0.710409653201094	-0.504634649143976	0.0119090896737959	0.487783965526011	0.0156067335308786	0.470868105787084	0.0202135043278719	-0.661046552663813	0.000436854968106783	-0.375675896477701	0.0704344440321479
gene-LOC107074074	black	0.440117651173084	-0.440117651173084	0.0313771279568142	-0.383524335060674	0.0643066610346168	-0.166287338743334	0.437406569549093	0.906954440176981	0.00000000100873915612207	0.297479546283256	0.158024956299405	-0.794429581020567	0.00000356002422422358	0.398150385453935	0.0539874577639744	0.777668034259357	0.0000077484011848472	-0.774981951632671	0.00000872318656258845	-0.0902175904984459	0.675043187085079
gene-LOC107064016	black	0.43403768822078	-0.43403768822078	0.0340777250712427	-0.433462253430014	0.0343425940585999	-0.192848980691435	0.366608288783343	0.963362116330356	0.0000000000000464356906734331	0.0860543986221096	0.689291761796697	-0.562353118385686	0.00423213676290615	0.394993314570279	0.0560980331290075	0.51329033956188	0.0103108408422458	-0.688815759053299	0.000197708037650511	-0.326820737809489	0.119049370578812
gene-LOC107064595	black	0.426150768799442	-0.426150768799442	0.0378524702466787	-0.422405279425902	0.0397571439363276	-0.21350417836831	0.31647506338797	0.833712018334385	0.000000420009657061761	0.167980005272896	0.432688679074384	-0.591677287375858	0.00232333572429884	0.258135638939895	0.223275651125945	0.538844543957956	0.00659118670764031	-0.717085558196733	0.0000804206738957251	-0.307512479410559	0.143804634837468
gene-LOC107067289	black	0.425997824085792	-0.425997824085792	0.0379288064769684	-0.3966986798986	0.0549501705044143	-0.178074824844305	0.405127845943833	0.841656001012245	0.000000254914042657792	-0.137156367371737	0.522765849338903	-0.324544847996216	0.121793535191028	0.302288517875127	0.151090327424841	0.216599722540102	0.309341408563195	-0.520199249771119	0.00916625339068545	-0.48376627766599	0.0166143393090064
gene-LOC107068127	black	0.425951692006608	-0.425951692006608	0.0379518553261575	-0.481561058067916	0.0171895623536981	-0.167387123548382	0.434338065111462	0.964978510750924	0.0000000000000284817126300451	0.182613716025173	0.393061760042242	-0.700874427174412	0.000136384564226899	0.472584907592262	0.0197008754008748	0.670963531005516	0.000332235451208385	-0.74676486510932	0.0000277045705934162	-0.223869047130712	0.292981392378898
gene-LOC107071752	black	0.425808257104315	-0.425808257104315	0.0380235900536805	-0.390201084238274	0.059423105425026	-0.178243486746555	0.404675832074345	0.963565902558214	0.000000000000043713743677791	0.165279408260557	0.440228948413287	-0.58378200575964	0.00274548396112466	0.445828789271225	0.028998459560842	0.572812430707117	0.00343872836811765	-0.710579944107322	0.0000998269618704911	-0.309798054104984	0.14069711161447
gene-LOC107067163	black	0.423950070709851	-0.423950070709851	0.0389626279252475	-0.44404197968578	0.0297266095669867	-0.157671582159688	0.461842466783986	0.883404388599817	0.0000000107784591630911	-0.0430177567406855	0.841805309487427	-0.475023616209334	0.018990871272008	0.29057508226911	0.168368625073789	0.377201608018242	0.0692096801074236	-0.561588511166534	0.00429573106626328	-0.327702804143769	0.117998022617085
gene-LOC107068942	black	0.418676818921	-0.418676818921	0.0417274316159579	-0.48408864171438	0.0165315834059279	-0.259008276461285	0.221659349202947	0.862259081990065	0.0000000608471962881004	0.21630715224555	0.310011372081192	-0.524842244257313	0.00845789153643439	0.412152294703528	0.0453593376242012	0.488444364480765	0.0154459954073494	-0.703409828506263	0.00012585550901981	-0.366168389712654	0.0784425065847392
gene-LOC107071019	black	0.418076883507101	-0.418076883507101	0.0420515144709704	-0.412596158906717	0.0451046695639988	-0.208061448956219	0.329258883914492	0.964216689579836	0.0000000000000359609600150779	0.0524717481174168	0.807615967903184	-0.534865399185247	0.00708272485172337	0.427123008252076	0.0373700512443256	0.478258133925953	0.0180813866530524	-0.679951241457227	0.00025695609626693	-0.379630305436645	0.0672936698128461
gene-LOC107068227	black	0.417512118709581	-0.417512118709581	0.0423584038440548	-0.485118044876241	0.016269568492781	-0.200249616960186	0.348142001211951	0.923694569729868	0.000000000123256564205338	0.091031206181492	0.672271002725498	-0.632155736432555	0.000919549367257384	0.417381310585308	0.0424297345704501	0.566101631928535	0.0039317155913644	-0.717557419563306	0.0000791516220952192	-0.274466366056555	0.194314818616532
gene-LOC107065891	black	0.416016110666353	-0.416016110666353	0.0431798374075613	-0.484948511519419	0.0163124852267501	-0.202801501492955	0.341904384377819	0.943237129772293	0.00000000000521732944528213	-0.0196990393948087	0.927205017907233	-0.567851772024652	0.00379773525222441	0.369892925848357	0.0752272243607344	0.463995455775254	0.0223750380905178	-0.639149447726957	0.000773221906716117	-0.345914129749928	0.0977763333156611
gene-LOC107064475	black	0.401848053167209	-0.401848053167209	0.0515943833175838	-0.369325614401776	0.0757103997190356	-0.308108826253727	0.142989152046014	0.895327459740354	0.00000000348435718097865	-0.0839384357721615	0.696573508025908	-0.372400019796889	0.0731199212452559	0.286645870633128	0.174461446616304	0.237612926281113	0.263556105013244	-0.622134751885283	0.00117040690078598	-0.570101206408431	0.003631207797126
gene-LOC107070598	black	0.396988134989824	-0.396988134989824	0.0547571616533598	-0.399170963604539	0.0533185211335375	-0.272109321153456	0.198327890616454	0.928751355488557	0.000000000059379500028416	0.242010947237899	0.254556062731192	-0.617844366078501	0.00129454426464793	0.497880191067409	0.0132934072179871	0.587945263068588	0.00251543326064826	-0.747704470634562	0.00002672312393633	-0.345088552879717	0.0986331833370857
gene-LOC107065415	black	-0.396072584680602	0.396072584680602	0.055369454338848	0.371162804131489	0.0741541616897918	0.333666143303138	0.111067199451727	-0.837688207346435	0.000000328208902259644	-0.323251864682638	0.123372883610422	0.602768882974102	0.00182429666742229	-0.45189686543813	0.0266314620769035	-0.557671169792666	0.00463431146999939	0.783075723482428	0.00000607366023613893	0.392838844895361	0.0575746125264647
gene-LOC107071892	black	0.391129489731689	-0.391129489731689	0.0587673501370456	-0.512980936449731	0.0103647424009751	-0.128156436460102	0.550648271799715	0.909004812562985	0.000000000797219213499282	0.105159406963215	0.624819340387115	-0.522565449865923	0.00879934625826377	0.39596337470789	0.0554428432535333	0.504976818366349	0.0118422522631937	-0.613954076831936	0.00141669122574659	-0.266715355262983	0.207722554702994
gene-LOC107066197	black	0.38095594026695	-0.38095594026695	0.0662651331969465	-0.377784733290605	0.068745896035511	-0.342976917092309	0.100850152614948	0.913900888951956	0.000000000444109028027434	0.171674862461992	0.422485981435249	-0.499496654051074	0.0129506545804143	0.357604186784349	0.0862290807803988	0.422634850120046	0.039638269780134	-0.742300454127045	0.0000328151846685278	-0.506112893142504	0.0116225502234702
gene-LOC107071053	black	-0.371487320387465	0.371487320387465	0.0738818162679185	0.346196120808478	0.0974849308773996	0.239169206579297	0.260348327555915	-0.834550085385703	0.000000398948375200992	0.0462339435903784	0.83013994976376	0.494396997785313	0.0140573364273969	-0.292665264375084	0.16518872652932	-0.406281365535155	0.0488348864583504	0.574185321151005	0.00334459839467913	0.384727378655153	0.0634047241951146
gene-LOC107069959	black	0.367647554853546	-0.367647554853546	0.077153374390652	-0.408888335604719	0.0472668036102303	-0.274154564087883	0.194842483147534	0.884090238391346	0.0000000101346568882472	0.40479872471717	0.0497446207885022	-0.625909752688472	0.00106976828278854	0.483789841103137	0.0166082787788856	0.644249728977282	0.000679593494853356	-0.781843393338315	0.00000642407369516821	-0.283730115390836	0.17908053177965
gene-LOC107066451	black	0.362992161726446	-0.362992161726446	0.0812656622247802	-0.469676342661564	0.0205756769114047	-0.262044482689298	0.216096509349334	0.898854202347282	0.00000000243070007077499	0.00092277253138867	0.996585623897567	-0.561423962390391	0.00430952169707354	0.282236280844516	0.181479496959428	0.420782794158472	0.0406053191802138	-0.653262123179652	0.000537908197856914	-0.365707949777737	0.0788470988587208
gene-LOC107068333	black	0.358550492346466	-0.358550492346466	0.0853412666869321	-0.387898788348525	0.0610736216596058	-0.260943082723175	0.218103548507301	0.898861794423107	0.00000000242878220238375	0.0996339934483632	0.643218463799744	-0.663035764491646	0.000413841180837652	0.186816312191414	0.382072548040653	0.577042375780848	0.00315567689147294	-0.680358715684468	0.000253927725253501	-0.249093236894542	0.240485672202723
gene-LOC107071781	black	0.353015277989308	-0.353015277989308	0.0906329866809266	-0.459100627091332	0.0240254739735943	-0.213732858039846	0.315944667419346	0.840901505538502	0.00000026760372278514	0.234636821446019	0.269760701057138	-0.778727345265422	0.00000739135046305745	0.421638958765378	0.040155989640291	0.697640190045617	0.000150927505024722	-0.713601812323216	0.000090355145606858	-0.0902407398488518	0.674964254777078
gene-LOC107068716	black	0.348325677475858	-0.348325677475858	0.0953050978943986	-0.333316007242995	0.111465687830841	-0.325669464405522	0.120431836089826	0.81989033201585	0.00000094405331194414	0.0191348006196413	0.929284920873854	-0.386535313611019	0.0620676016827077	0.2778198922982	0.18870120316802	0.314160168600894	0.13490005403567	-0.683534130720074	0.00023137272890513	-0.544014227958716	0.00599543000590804
gene-LOC107066545	black	0.347835060687281	-0.347835060687281	0.0958040500680583	-0.344975414616629	0.0987510400954124	-0.285904235619474	0.175628405423771	0.943901953917178	0.00000000000459749894132195	0.095963113004373	0.655556494250066	-0.598637581117053	0.00199826073993374	0.206204789678264	0.3336899101246	0.515969124552594	0.0098537825040825	-0.687517211956993	0.000205561730018285	-0.33526674238556	0.109258868261797
gene-LOC107066647	black	0.34705218436668	-0.34705218436668	0.0966042488341103	-0.373009091736157	0.0726148194573443	-0.286177487338663	0.175197817249014	0.932167711034677	0.0000000000351482707473403	0.0226301822776165	0.916407945388111	-0.439386344826696	0.0316926270630541	0.429268300681098	0.0363227726565942	0.356163967582479	0.0875935634184923	-0.634088420592039	0.000876910466096017	-0.477654530535461	0.0182483628984626
gene-LOC107069614	black	0.345105139315721	-0.345105139315721	0.098615913932143	-0.266782809650791	0.2076032492557	-0.21564982893045	0.311519838525082	0.883606863309716	0.0000000105846779280903	0.273689876643705	0.195630688716944	-0.618010531725647	0.00128953460579927	0.473202653624292	0.0195190207844291	0.627189487758736	0.00103738278332155	-0.727242753758041	0.0000567030550235291	-0.222145841793155	0.296809767471997
gene-LOC107066071	black	0.338378670175536	-0.338378670175536	0.105805147564413	-0.383363140826184	0.0644282543245047	-0.208104072930524	0.329157577553382	0.915122674419874	0.000000000381713103930011	0.00503092288148544	0.981386461006986	-0.528125394796288	0.0079849462786532	0.22776475042994	0.284440632132495	0.444284020314791	0.0296271279206769	-0.624874583877969	0.00109659614044857	-0.331317938703433	0.113759771686022
