OG0008868	XP_006558876.1			
OG0008869	XP_006558877.1			
OG0008870	XP_006558878.1			
OG0008871	XP_006558911.1			
OG0008872	XP_006558919.1			
OG0008873	XP_006559000.1			
OG0008874	XP_006559023.1			
OG0008875	XP_006559027.1			
OG0008876	XP_006559030.1			
OG0008877	XP_006559132.2			
OG0008878	XP_006559133.2			
OG0008879	XP_006559216.1			
OG0008880	XP_006559295.1			
OG0008881	XP_006559331.1			
OG0008882	XP_006559333.1			
OG0008883	XP_006559341.1			
OG0008884	XP_006559572.1			
OG0008885	XP_006559606.1			
OG0008886	XP_006559684.2			
OG0008887	XP_006559809.1			
OG0008888	XP_006559836.1			
OG0008889	XP_006559838.1			
OG0008890	XP_006559865.1			
OG0008891	XP_006559962.1			
OG0008892	XP_006560037.1			
OG0008893	XP_006560104.2			
OG0008894	XP_006560111.1			
OG0008895	XP_006560211.1			
OG0008896	XP_006560496.2			
OG0008897	XP_006560520.1			
OG0008898	XP_006560758.1			
OG0008899	XP_006560760.1			
OG0008900	XP_006560833.2			
OG0008901	XP_006560864.1			
OG0008902	XP_006560948.1			
OG0008903	XP_006561009.1			
OG0008904	XP_006561028.1			
OG0008905	XP_006561107.1			
OG0008906	XP_006561215.1			
OG0008907	XP_006561341.1			
OG0008908	XP_006561346.1			
OG0008909	XP_006561347.1			
OG0008910	XP_006561421.2			
OG0008911	XP_006561427.1			
OG0008912	XP_006561486.1			
OG0008913	XP_006561718.1			
OG0008914	XP_006561735.1			
OG0008915	XP_006561768.2			
OG0008916	XP_006562479.2			
OG0008917	XP_006562737.1			
OG0008918	XP_006562840.1			
OG0008919	XP_006562873.1			
OG0008920	XP_006563229.1			
OG0008921	XP_006563234.1			
OG0008922	XP_006563245.1			
OG0008923	XP_006563446.1			
OG0008924	XP_006563578.1			
OG0008925	XP_006563686.2			
OG0008926	XP_006563696.1			
OG0008927	XP_006564257.2			
OG0008928	XP_006564642.1			
OG0008929	XP_006564643.1			
OG0008930	XP_006564644.1			
OG0008931	XP_006564645.1			
OG0008932	XP_006564646.1			
OG0008933	XP_006564647.1			
OG0008934	XP_006564858.1			
OG0008935	XP_006565158.1			
OG0008936	XP_006565161.1			
OG0008937	XP_006565328.2			
OG0008938	XP_006565357.3			
OG0008939	XP_006565476.1			
OG0008940	XP_006565784.1			
OG0008941	XP_006566234.2			
OG0008942	XP_006566251.1			
OG0008943	XP_006566348.2			
OG0008944	XP_006566522.1			
OG0008945	XP_006566554.2			
OG0008946	XP_006566864.2			
OG0008947	XP_006566970.1			
OG0008948	XP_006567020.2			
OG0008949	XP_006567199.2			
OG0008950	XP_006567518.1			
OG0008951	XP_006567713.1			
OG0008952	XP_006567847.1			
OG0008953	XP_006568410.1			
OG0008954	XP_006568415.1			
OG0008955	XP_006568664.1			
OG0008956	XP_006568732.2			
OG0008957	XP_006568733.2			
OG0008958	XP_006568793.1			
OG0008959	XP_006568823.2			
OG0008960	XP_006568906.1			
OG0008961	XP_006568961.2			
OG0008962	XP_006568973.1			
OG0008963	XP_006568974.1			
OG0008964	XP_006568982.1			
OG0008965	XP_006569319.1			
OG0008966	XP_006569664.1			
OG0008967	XP_006569758.1			
OG0008968	XP_006570070.1			
OG0008969	XP_006570184.1			
OG0008970	XP_006570185.1			
OG0008971	XP_006570473.1			
OG0008972	XP_006570933.1			
OG0008973	XP_006570963.1			
OG0008974	XP_006571524.1			
OG0008975	XP_006571878.1			
OG0008976	XP_006571918.1			
OG0008977	XP_006572244.1			
OG0008978	XP_006572319.1			
OG0008979	XP_016766180.1			
OG0008980	XP_016766352.1			
OG0008981	XP_016766417.2			
OG0008982	XP_016766557.1			
OG0008983	XP_016766562.1			
OG0008984	XP_016766750.1			
OG0008985	XP_016766781.1			
OG0008986	XP_016767069.1			
OG0008987	XP_016767158.1			
OG0008988	XP_016767404.1			
OG0008989	XP_016767624.2			
OG0008990	XP_016767779.1			
OG0008991	XP_016768182.1			
OG0008992	XP_016768462.1			
OG0008993	XP_016768500.1			
OG0008994	XP_016768703.1			
OG0008995	XP_016769262.1			
OG0008996	XP_016769518.1			
OG0008997	XP_016769579.1			
OG0008998	XP_016769593.2			
OG0008999	XP_016769739.2			
OG0009000	XP_016769798.2			
OG0009001	XP_016769948.1			
OG0009002	XP_016770074.1			
OG0009003	XP_016770150.1			
OG0009004	XP_016770179.1			
OG0009005	XP_016770250.1			
OG0009006	XP_016770397.1			
OG0009007	XP_016770398.1			
OG0009008	XP_016770440.2			
OG0009009	XP_016770809.1			
OG0009010	XP_016770871.2			
OG0009011	XP_016770950.1			
OG0009012	XP_016770951.1			
OG0009013	XP_016770986.1			
OG0009014	XP_016770987.1			
OG0009015	XP_016771049.1			
OG0009016	XP_016771099.2			
OG0009017	XP_016771134.1			
OG0009018	XP_016771236.1			
OG0009019	XP_016771251.1			
OG0009020	XP_016771452.1			
OG0009021	XP_016771646.2			
OG0009022	XP_016771728.1			
OG0009023	XP_016771887.2			
OG0009024	XP_016771948.1			
OG0009025	XP_016772164.2			
OG0009026	XP_016772299.1			
OG0009027	XP_016772308.1			
OG0009028	XP_016772311.2			
OG0009029	XP_016772357.1			
OG0009030	XP_016772518.1			
OG0009031	XP_016772573.1			
OG0009032	XP_016772848.1			
OG0009033	XP_016772901.2			
OG0009034	XP_016772907.1			
OG0009035	XP_016773139.1			
OG0009036	XP_016773258.1			
OG0009037	XP_016773472.1			
OG0009038	XP_016773477.1			
OG0009039	XP_016773621.2			
OG0009040	XP_026294641.1			
OG0009041	XP_026294642.1			
OG0009042	XP_026294643.1			
OG0009043	XP_026294644.1			
OG0009044	XP_026294648.1			
OG0009045	XP_026294649.1			
OG0009046	XP_026294652.1			
OG0009047	XP_026294653.1			
OG0009048	XP_026294654.1			
OG0009049	XP_026294655.1			
OG0009050	XP_026294657.1			
OG0009051	XP_026294658.1			
OG0009052	XP_026294659.1			
OG0009053	XP_026294660.1			
OG0009054	XP_026294661.1			
OG0009055	XP_026294662.1			
OG0009056	XP_026294664.1			
OG0009057	XP_026294665.1			
OG0009058	XP_026294666.1			
OG0009059	XP_026294667.1			
OG0009060	XP_026294687.1			
OG0009061	XP_026294729.1			
OG0009062	XP_026294744.1			
OG0009063	XP_026294753.1			
OG0009064	XP_026294833.1			
OG0009065	XP_026294842.1			
OG0009066	XP_026295146.1			
OG0009067	XP_026295472.1			
OG0009068	XP_026295772.1			
OG0009069	XP_026295773.1			
OG0009070	XP_026295823.1			
OG0009071	XP_026295841.1			
OG0009072	XP_026295842.1			
OG0009073	XP_026295844.1			
OG0009074	XP_026295864.1			
OG0009075	XP_026295880.1			
OG0009076	XP_026295889.1			
OG0009077	XP_026295904.1			
OG0009078	XP_026295961.1			
OG0009079	XP_026295993.1			
OG0009080	XP_026296122.1			
OG0009081	XP_026296141.1			
OG0009082	XP_026296169.1			
OG0009083	XP_026296228.1			
OG0009084	XP_026296260.1			
OG0009085	XP_026296380.1			
OG0009086	XP_026296395.1			
OG0009087	XP_026296502.1			
OG0009088	XP_026296503.1			
OG0009089	XP_026296659.1			
OG0009090	XP_026296666.1			
OG0009091	XP_026296695.1			
OG0009092	XP_026296768.1			
OG0009093	XP_026296846.1			
OG0009094	XP_026296913.1			
OG0009095	XP_026297104.1			
OG0009096	XP_026297143.1			
OG0009097	XP_026297169.1			
OG0009098	XP_026297228.1			
OG0009099	XP_026297241.1			
OG0009100	XP_026297242.1			
OG0009101	XP_026297245.1			
OG0009102	XP_026297443.1			
OG0009103	XP_026297483.1			
OG0009104	XP_026297555.1			
OG0009105	XP_026297580.1			
OG0009106	XP_026297621.1			
OG0009107	XP_026297688.1			
OG0009108	XP_026297739.1			
OG0009109	XP_026297817.1			
OG0009110	XP_026297845.1			
OG0009111	XP_026297996.1			
OG0009112	XP_026298075.1			
OG0009113	XP_026298119.1			
OG0009114	XP_026298210.1			
OG0009115	XP_026298339.1			
OG0009116	XP_026298565.1			
OG0009117	XP_026298711.1			
OG0009118	XP_026298730.1			
OG0009119	XP_026298739.1			
OG0009120	XP_026298757.1			
OG0009121	XP_026298819.1			
OG0009122	XP_026298943.1			
OG0009123	XP_026298987.1			
OG0009124	XP_026298989.1			
OG0009125	XP_026299074.1			
OG0009126	XP_026299148.1			
OG0009127	XP_026299149.1			
OG0009128	XP_026299154.1			
OG0009129	XP_026299162.1			
OG0009130	XP_026299163.1			
OG0009131	XP_026299179.1			
OG0009132	XP_026299281.1			
OG0009133	XP_026299293.1			
OG0009134	XP_026299318.1			
OG0009135	XP_026299454.1			
OG0009136	XP_026299468.1			
OG0009137	XP_026299516.1			
OG0009138	XP_026299560.1			
OG0009139	XP_026299592.1			
OG0009140	XP_026299652.1			
OG0009141	XP_026299710.1			
OG0009142	XP_026299752.1			
OG0009143	XP_026299775.1			
OG0009144	XP_026299797.1			
OG0009145	XP_026299798.1			
OG0009146	XP_026299859.1			
OG0009147	XP_026299946.1			
OG0009148	XP_026300072.1			
OG0009149	XP_026300212.1			
OG0009150	XP_026300232.1			
OG0009151	XP_026300237.1			
OG0009152	XP_026300372.1			
OG0009153	XP_026300373.1			
OG0009154	XP_026300440.1			
OG0009155	XP_026300449.1			
OG0009156	XP_026300488.1			
OG0009157	XP_026300530.1			
OG0009158	XP_026300587.1			
OG0009159	XP_026300610.1			
OG0009160	XP_026300723.1			
OG0009161	XP_026300901.1			
OG0009162	XP_026300912.1			
OG0009163	XP_026300913.1			
OG0009164	XP_026300917.1			
OG0009165	XP_026300935.1			
OG0009166	XP_026300960.1			
OG0009167	XP_026300968.1			
OG0009168	XP_026300970.1			
OG0009169	XP_026301015.1			
OG0009170	XP_026301034.1			
OG0009171	XP_026301134.1			
OG0009172	XP_026301135.1			
OG0009173	XP_026301173.1			
OG0009174	XP_026301195.1			
OG0009175	XP_026301320.1			
OG0009176	XP_026301531.1			
OG0009177	XP_026301622.1			
OG0009178	XP_026301623.1			
OG0009179	XP_026301624.1			
OG0009180	XP_026301734.1			
OG0009181	XP_026301801.1			
OG0009182	XP_026301851.1			
OG0009183	XP_026301891.1			
OG0009184	XP_026301969.1			
OG0009185	XP_026302103.1			
OG0009186	XP_026302118.1			
OG0009187	XP_026302151.1			
OG0009188	XP_026302206.1			
OG0009189	XP_393208.1			
OG0009190	XP_394210.5			
OG0009191	XP_394219.3			
OG0009192	XP_394389.3			
OG0009193	XP_394494.5			
OG0009194	XP_396043.3			
OG0009195	XP_396292.3			
OG0009196	XP_397347.4			
OG0009197	XP_623362.3			
OG0009198	XP_623484.1			
OG0009199	XP_623565.1			
OG0009200	XP_623595.1			
OG0009201	XP_624126.3			
OG0009202	XP_624822.4			
OG0009203	XP_624844.3			
OG0009204		Lflavo2a000002P1		
OG0009205		Lflavo2a000004P1		
OG0009206		Lflavo2a000005P1		
OG0009207		Lflavo2a000008P3		
OG0009208		Lflavo2a000009P1		
OG0009209		Lflavo2a000011P1		
OG0009210		Lflavo2a000016P1		
OG0009211		Lflavo2a000025P1		
OG0009212		Lflavo2a000029P1		
OG0009213		Lflavo2a000031P1		
OG0009214		Lflavo2a000032P1		
OG0009215		Lflavo2a000033P1		
OG0009216		Lflavo2a000037P1		
OG0009217		Lflavo2a000039P1		
OG0009218		Lflavo2a000049P1		
OG0009219		Lflavo2a000050P1		
OG0009220		Lflavo2a000051P1		
OG0009221		Lflavo2a000054P1		
OG0009222		Lflavo2a000060P1		
OG0009223		Lflavo2a000061P1		
OG0009224		Lflavo2a000067P1		
OG0009225		Lflavo2a000073P1		
OG0009226		Lflavo2a000078P1		
OG0009227		Lflavo2a000079P1		
OG0009228		Lflavo2a000087P1		
OG0009229		Lflavo2a000092P1		
OG0009230		Lflavo2a000097P1		
OG0009231		Lflavo2a000103P1		
OG0009232		Lflavo2a000107P1		
OG0009233		Lflavo2a000109P1		
OG0009234		Lflavo2a000112P1		
OG0009235		Lflavo2a000116P1		
OG0009236		Lflavo2a000117P1		
OG0009237		Lflavo2a000121P1		
OG0009238		Lflavo2a000122P1		
OG0009239		Lflavo2a000127P1		
OG0009240		Lflavo2a000128P1		
OG0009241		Lflavo2a000132P1		
OG0009242		Lflavo2a000137P1		
OG0009243		Lflavo2a000142P1		
OG0009244		Lflavo2a000143P1		
OG0009245		Lflavo2a000144P1		
OG0009246		Lflavo2a000152P1		
OG0009247		Lflavo2a000153P1		
OG0009248		Lflavo2a000154P1		
OG0009249		Lflavo2a000155P1		
OG0009250		Lflavo2a000162P1		
OG0009251		Lflavo2a000171P1		
OG0009252		Lflavo2a000175P1		
OG0009253		Lflavo2a000176P1		
OG0009254		Lflavo2a000177P1		
OG0009255		Lflavo2a000178P1		
OG0009256		Lflavo2a000179P1		
OG0009257		Lflavo2a000180P1		
OG0009258		Lflavo2a000181P1		
OG0009259		Lflavo2a000182P1		
OG0009260		Lflavo2a000183P1		
OG0009261		Lflavo2a000184P1		
OG0009262		Lflavo2a000185P1		
OG0009263		Lflavo2a000189P1		
OG0009264		Lflavo2a000190P1		
OG0009265		Lflavo2a000195P1		
OG0009266		Lflavo2a000199P1		
OG0009267		Lflavo2a000202P1		
OG0009268		Lflavo2a000203P1		
OG0009269		Lflavo2a000218P1		
OG0009270		Lflavo2a000222P1		
OG0009271		Lflavo2a000228P1		
OG0009272		Lflavo2a000231P1		
OG0009273		Lflavo2a000242P1		
OG0009274		Lflavo2a000247P1		
OG0009275		Lflavo2a000250P1		
OG0009276		Lflavo2a000255P1		
OG0009277		Lflavo2a000259P1		
OG0009278		Lflavo2a000264P1		
OG0009279		Lflavo2a000272P1		
OG0009280		Lflavo2a000284P1		
OG0009281		Lflavo2a000286P1		
OG0009282		Lflavo2a000301P1		
OG0009283		Lflavo2a000306P1		
OG0009284		Lflavo2a000321P1		
OG0009285		Lflavo2a000322P1		
OG0009286		Lflavo2a000330P1		
OG0009287		Lflavo2a000335P1		
OG0009288		Lflavo2a000338P1		
OG0009289		Lflavo2a000340P1		
OG0009290		Lflavo2a000350P1		
OG0009291		Lflavo2a000357P1		
OG0009292		Lflavo2a000358P1		
OG0009293		Lflavo2a000363P1		
OG0009294		Lflavo2a000365P1		
OG0009295		Lflavo2a000376P1		
OG0009296		Lflavo2a000377P1		
OG0009297		Lflavo2a000380P1		
OG0009298		Lflavo2a000382P1		
OG0009299		Lflavo2a000385P1		
OG0009300		Lflavo2a000388P1		
OG0009301		Lflavo2a000392P1		
OG0009302		Lflavo2a000393P1		
OG0009303		Lflavo2a000397P1		
OG0009304		Lflavo2a000402P1		
OG0009305		Lflavo2a000407P1		
OG0009306		Lflavo2a000410P1		
OG0009307		Lflavo2a000413P1		
OG0009308		Lflavo2a000419P1		
OG0009309		Lflavo2a000421P1		
OG0009310		Lflavo2a000422P1		
OG0009311		Lflavo2a000424P1		
OG0009312		Lflavo2a000426P1		
OG0009313		Lflavo2a000431P1		
OG0009314		Lflavo2a000437P1		
OG0009315		Lflavo2a000438P1		
OG0009316		Lflavo2a000454P1		
OG0009317		Lflavo2a000456P1		
OG0009318		Lflavo2a000457P1		
OG0009319		Lflavo2a000461P1		
OG0009320		Lflavo2a000463P1		
OG0009321		Lflavo2a000467P1		
OG0009322		Lflavo2a000470P1		
OG0009323		Lflavo2a000471P1		
OG0009324		Lflavo2a000472P1		
OG0009325		Lflavo2a000475P1		
OG0009326		Lflavo2a000485P1		
OG0009327		Lflavo2a000490P1		
OG0009328		Lflavo2a000492P1		
OG0009329		Lflavo2a000493P1		
OG0009330		Lflavo2a000494P1		
OG0009331		Lflavo2a000501P1		
OG0009332		Lflavo2a000509P1		
OG0009333		Lflavo2a000519P1		
OG0009334		Lflavo2a000521P1		
OG0009335		Lflavo2a000526P1		
OG0009336		Lflavo2a000527P1		
OG0009337		Lflavo2a000529P1		
OG0009338		Lflavo2a000534P1		
OG0009339		Lflavo2a000538P1		
OG0009340		Lflavo2a000539P1		
OG0009341		Lflavo2a000543P1		
OG0009342		Lflavo2a000550P1		
OG0009343		Lflavo2a000552P1		
OG0009344		Lflavo2a000557P1		
OG0009345		Lflavo2a000564P1		
OG0009346		Lflavo2a000570P1		
OG0009347		Lflavo2a000577P1		
OG0009348		Lflavo2a000583P1		
OG0009349		Lflavo2a000585P1		
OG0009350		Lflavo2a000589P1		
OG0009351		Lflavo2a000593P1		
OG0009352		Lflavo2a000595P1		
OG0009353		Lflavo2a000598P1		
OG0009354		Lflavo2a000602P1		
OG0009355		Lflavo2a000608P1		
OG0009356		Lflavo2a000624P1		
OG0009357		Lflavo2a000626P1		
OG0009358		Lflavo2a000629P1		
OG0009359		Lflavo2a000630P1		
OG0009360		Lflavo2a000632P1		
OG0009361		Lflavo2a000633P1		
OG0009362		Lflavo2a000635P1		
OG0009363		Lflavo2a000636P1		
OG0009364		Lflavo2a000637P1		
OG0009365		Lflavo2a000643P1		
OG0009366		Lflavo2a000647P1		
OG0009367		Lflavo2a000649P1		
OG0009368		Lflavo2a000651P1		
OG0009369		Lflavo2a000653P1		
OG0009370		Lflavo2a000654P1		
OG0009371		Lflavo2a000657P1		
OG0009372		Lflavo2a000662P1		
OG0009373		Lflavo2a000667P1		
OG0009374		Lflavo2a000668P1		
OG0009375		Lflavo2a000672P1		
OG0009376		Lflavo2a000680P1		
OG0009377		Lflavo2a000685P1		
OG0009378		Lflavo2a000686P1		
OG0009379		Lflavo2a000687P1		
OG0009380		Lflavo2a000688P1		
OG0009381		Lflavo2a000689P1		
OG0009382		Lflavo2a000691P1		
OG0009383		Lflavo2a000694P1		
OG0009384		Lflavo2a000695P1		
OG0009385		Lflavo2a000698P1		
OG0009386		Lflavo2a000699P1		
OG0009387		Lflavo2a000700P1		
OG0009388		Lflavo2a000709P1		
OG0009389		Lflavo2a000711P1		
OG0009390		Lflavo2a000712P1		
OG0009391		Lflavo2a000714P1		
OG0009392		Lflavo2a000720P1		
OG0009393		Lflavo2a000724P1		
OG0009394		Lflavo2a000727P1		
OG0009395		Lflavo2a000728P1		
OG0009396		Lflavo2a000730P1		
OG0009397		Lflavo2a000732P1		
OG0009398		Lflavo2a000737P1		
OG0009399		Lflavo2a000741P1		
OG0009400		Lflavo2a000742P1		
OG0009401		Lflavo2a000746P1		
OG0009402		Lflavo2a000750P1		
OG0009403		Lflavo2a000751P1		
OG0009404		Lflavo2a000755P1		
OG0009405		Lflavo2a000757P1		
OG0009406		Lflavo2a000758P1		
OG0009407		Lflavo2a000759P1		
OG0009408		Lflavo2a000764P1		
OG0009409		Lflavo2a000775P1		
OG0009410		Lflavo2a000783P1		
OG0009411		Lflavo2a000784P1		
OG0009412		Lflavo2a000786P1		
OG0009413		Lflavo2a000790P1		
OG0009414		Lflavo2a000793P1		
OG0009415		Lflavo2a000795P1		
OG0009416		Lflavo2a000798P1		
OG0009417		Lflavo2a000801P1		
OG0009418		Lflavo2a000805P1		
OG0009419		Lflavo2a000806P1		
OG0009420		Lflavo2a000807P1		
OG0009421		Lflavo2a000809P1		
OG0009422		Lflavo2a000810P1		
OG0009423		Lflavo2a000813P1		
OG0009424		Lflavo2a000816P1		
OG0009425		Lflavo2a000817P1		
OG0009426		Lflavo2a000820P1		
OG0009427		Lflavo2a000821P1		
OG0009428		Lflavo2a000823P1		
OG0009429		Lflavo2a000824P1		
OG0009430		Lflavo2a000825P1		
OG0009431		Lflavo2a000826P1		
OG0009432		Lflavo2a000827P1		
OG0009433		Lflavo2a000831P1		
OG0009434		Lflavo2a000834P1		
OG0009435		Lflavo2a000836P1		
OG0009436		Lflavo2a000838P1		
OG0009437		Lflavo2a000847P1		
OG0009438		Lflavo2a000852P1		
OG0009439		Lflavo2a000854P1		
OG0009440		Lflavo2a000855P1		
OG0009441		Lflavo2a000858P1		
OG0009442		Lflavo2a000859P1		
OG0009443		Lflavo2a000860P1		
OG0009444		Lflavo2a000862P1		
OG0009445		Lflavo2a000863P1		
OG0009446		Lflavo2a000864P1		
OG0009447		Lflavo2a000869P1		
OG0009448		Lflavo2a000870P1		
OG0009449		Lflavo2a000871P1		
OG0009450		Lflavo2a000872P1		
OG0009451		Lflavo2a000875P1		
OG0009452		Lflavo2a000881P1		
OG0009453		Lflavo2a000884P1		
OG0009454		Lflavo2a000887P1		
OG0009455		Lflavo2a000888P1		
OG0009456		Lflavo2a000889P1		
OG0009457		Lflavo2a000891P1		
OG0009458		Lflavo2a000892P1		
OG0009459		Lflavo2a000893P1		
OG0009460		Lflavo2a000894P1		
OG0009461		Lflavo2a000896P1		
OG0009462		Lflavo2a000898P1		
OG0009463		Lflavo2a000905P1		
OG0009464		Lflavo2a000908P1		
OG0009465		Lflavo2a000909P1		
OG0009466		Lflavo2a000910P1		
OG0009467		Lflavo2a000911P1		
OG0009468		Lflavo2a000912P1		
OG0009469		Lflavo2a000915P1		
OG0009470		Lflavo2a000923P1		
OG0009471		Lflavo2a000925P1		
OG0009472		Lflavo2a000930P1		
OG0009473		Lflavo2a000931P1		
OG0009474		Lflavo2a000932P1		
OG0009475		Lflavo2a000934P1		
OG0009476		Lflavo2a000935P1		
OG0009477		Lflavo2a000939P1		
OG0009478		Lflavo2a000949P1		
OG0009479		Lflavo2a000950P1		
OG0009480		Lflavo2a000951P1		
OG0009481		Lflavo2a000958P1		
OG0009482		Lflavo2a000964P1		
OG0009483		Lflavo2a000967P1		
OG0009484		Lflavo2a000968P1		
OG0009485		Lflavo2a000977P1		
OG0009486		Lflavo2a000990P2		
OG0009487		Lflavo2a001012P1		
OG0009488		Lflavo2a001014P1		
OG0009489		Lflavo2a001015P1		
OG0009490		Lflavo2a001016P1		
OG0009491		Lflavo2a001017P1		
OG0009492		Lflavo2a001018P1		
OG0009493		Lflavo2a001022P1		
OG0009494		Lflavo2a001024P1		
OG0009495		Lflavo2a001030P1		
OG0009496		Lflavo2a001040P1		
OG0009497		Lflavo2a001042P1		
OG0009498		Lflavo2a001045P1		
OG0009499		Lflavo2a001046P1		
OG0009500		Lflavo2a001050P1		
OG0009501		Lflavo2a001051P1		
OG0009502		Lflavo2a001052P1		
OG0009503		Lflavo2a001057P1		
OG0009504		Lflavo2a001058P1		
OG0009505		Lflavo2a001060P1		
OG0009506		Lflavo2a001067P1		
OG0009507		Lflavo2a001071P1		
OG0009508		Lflavo2a001081P1		
OG0009509		Lflavo2a001082P1		
OG0009510		Lflavo2a001084P1		
OG0009511		Lflavo2a001086P1		
OG0009512		Lflavo2a001087P1		
OG0009513		Lflavo2a001088P1		
OG0009514		Lflavo2a001093P1		
OG0009515		Lflavo2a001098P1		
OG0009516		Lflavo2a001105P1		
OG0009517		Lflavo2a001108P1		
OG0009518		Lflavo2a001118P1		
OG0009519		Lflavo2a001120P1		
OG0009520		Lflavo2a001122P1		
OG0009521		Lflavo2a001123P1		
OG0009522		Lflavo2a001128P1		
OG0009523		Lflavo2a001129P1		
OG0009524		Lflavo2a001134P1		
OG0009525		Lflavo2a001137P1		
OG0009526		Lflavo2a001141P1		
OG0009527		Lflavo2a001145P1		
OG0009528		Lflavo2a001148P1		
OG0009529		Lflavo2a001149P1		
OG0009530		Lflavo2a001150P1		
OG0009531		Lflavo2a001151P1		
OG0009532		Lflavo2a001153P1		
OG0009533		Lflavo2a001156P1		
OG0009534		Lflavo2a001158P1		
OG0009535		Lflavo2a001159P1		
OG0009536		Lflavo2a001166P1		
OG0009537		Lflavo2a001170P1		
OG0009538		Lflavo2a001173P1		
OG0009539		Lflavo2a001174P1		
OG0009540		Lflavo2a001175P1		
OG0009541		Lflavo2a001177P1		
OG0009542		Lflavo2a001182P1		
OG0009543		Lflavo2a001183P1		
OG0009544		Lflavo2a001185P1		
OG0009545		Lflavo2a001188P1		
OG0009546		Lflavo2a001189P1		
OG0009547		Lflavo2a001190P1		
OG0009548		Lflavo2a001191P1		
OG0009549		Lflavo2a001193P1		
OG0009550		Lflavo2a001194P1		
OG0009551		Lflavo2a001195P1		
OG0009552		Lflavo2a001197P1		
OG0009553		Lflavo2a001200P1		
OG0009554		Lflavo2a001201P1		
OG0009555		Lflavo2a001202P1		
OG0009556		Lflavo2a001203P1		
OG0009557		Lflavo2a001204P1		
OG0009558		Lflavo2a001205P1		
OG0009559		Lflavo2a001206P1		
OG0009560		Lflavo2a001207P1		
OG0009561		Lflavo2a001208P1		
OG0009562		Lflavo2a001209P1		
OG0009563		Lflavo2a001210P1		
OG0009564		Lflavo2a001211P1		
OG0009565		Lflavo2a001214P1		
OG0009566		Lflavo2a001216P1		
OG0009567		Lflavo2a001217P1		
OG0009568		Lflavo2a001219P1		
OG0009569		Lflavo2a001225P1		
OG0009570		Lflavo2a001239P1		
OG0009571		Lflavo2a001249P1		
OG0009572		Lflavo2a001250P1		
OG0009573		Lflavo2a001252P1		
OG0009574		Lflavo2a001255P1		
OG0009575		Lflavo2a001256P1		
OG0009576		Lflavo2a001258P1		
OG0009577		Lflavo2a001261P1		
OG0009578		Lflavo2a001262P1		
OG0009579		Lflavo2a001264P1		
OG0009580		Lflavo2a001271P1		
OG0009581		Lflavo2a001273P1		
OG0009582		Lflavo2a001276P1		
OG0009583		Lflavo2a001279P1		
OG0009584		Lflavo2a001280P1		
OG0009585		Lflavo2a001283P1		
OG0009586		Lflavo2a001288P3		
OG0009587		Lflavo2a001289P1		
OG0009588		Lflavo2a001290P1		
OG0009589		Lflavo2a001293P1		
OG0009590		Lflavo2a001294P1		
OG0009591		Lflavo2a001296P1		
OG0009592		Lflavo2a001301P1		
OG0009593		Lflavo2a001303P1		
