OG0000009	XP_006563569.1, XP_006566761.2, XP_016768162.1, XP_026299794.1, XP_026299795.1, XP_026299796.1, XP_393750.5	Caust.v2_004669	XP_017883367.1, XP_017883368.1, XP_017887469.1, XP_017889371.1, XP_017890591.1, XP_026670978.1, XP_026670979.1, XP_026673004.1, XP_026673005.1, XP_026674563.1	FBgn0010549, FBgn0032026, FBgn0032908, FBgn0034612, FBgn0038740, FBgn0039207, FBgn0039644, FBgn0039645, FBgn0051792, FBgn0051793, FBgn0263316	Lflavo2a000561P2, Lflavo2a004948P1, Lflavo2a006109P1, Lflavo2a006110P1, Lflavo2a006116P1, Lflavo2a006122P2, Lflavo2a008113P1	XP_033327648.1, XP_033333867.1, XP_033334914.1, XP_033334915.1	XP_014597935.1, XP_014597936.1, XP_014608645.1, XP_014611600.1, XP_014611601.1, XP_014611630.1, XP_014611632.1, XP_014614200.1	XP_015175602.1, XP_015184408.1, XP_015184437.1, XP_015186827.1, XP_015189614.1, XP_015189616.1
OG0000010	NP_001128419.1, NP_001136081.1, XP_016770320.2, XP_026297792.1, XP_026300495.1, XP_026300653.1	Caust.v2_000845, Caust.v2_002979, Caust.v2_002983, Caust.v2_011162, Caust.v2_013269, Caust.v2_017584, Caust.v2_021362	XP_017876997.1, XP_017877630.1, XP_017879668.1, XP_017888731.1, XP_026666920.1, XP_026666922.1, XP_026667859.1	FBgn0000326, FBgn0015568, FBgn0015569, FBgn0015570, FBgn0015571, FBgn0015572, FBgn0015574, FBgn0015575, FBgn0015576, FBgn0015577, FBgn0034736, FBgn0039084, FBgn0261393	Lflavo2a003075P1, Lflavo2a013048P1	XP_033327890.1, XP_033328391.1, XP_033328429.1, XP_033332844.1, XP_033332851.1, XP_033332860.1, XP_033332886.1, XP_033340997.1	XP_014607657.1, XP_014614860.1, XP_014614861.1	XP_015171822.1, XP_015175623.1, XP_015178356.1, XP_015178357.1, XP_015187332.1, XP_015187333.1
OG0000011	NP_001171499.1	Caust.v2_010812, Caust.v2_011526, Caust.v2_014946, Caust.v2_020869	XP_026675002.1, XP_026675003.1, XP_026675004.1, XP_026675005.1, XP_026675008.1, XP_026675009.1, XP_026675010.1, XP_026675011.1	FBgn0001149, FBgn0010038, FBgn0010039, FBgn0010040, FBgn0010041, FBgn0010042, FBgn0010043, FBgn0010044, FBgn0027590, FBgn0033381, FBgn0034335, FBgn0034354, FBgn0038020, FBgn0038029, FBgn0042206, FBgn0063491, FBgn0063492, FBgn0063493, FBgn0063494, FBgn0063495, FBgn0063496, FBgn0063497, FBgn0063498, FBgn0063499	Lflavo2a004735P1, Lflavo2a004741P1, Lflavo2a004747P1, Lflavo2a007100P1, Lflavo2a007101P1	XP_033323612.1, XP_033341624.1, XP_033341626.1, XP_033341630.1, XP_033341631.1	XP_014608935.1, XP_014612701.1	XP_015180943.1, XP_015183882.1
OG0000012	NP_001159376.1, XP_006558004.1, XP_016766527.1, XP_016766532.1, XP_026295094.1, XP_026295095.1, XP_026295097.1, XP_026295098.1, XP_026295102.1, XP_026295103.1, XP_026295104.1, XP_026295105.1, XP_026295106.1, XP_026295108.1, XP_026295109.1, XP_026295110.1, XP_026295112.1, XP_026295121.1	Caust.v2_001775, Caust.v2_001777	XP_017877476.1, XP_026668094.1, XP_026668097.1, XP_026668100.1, XP_026668101.1, XP_026668102.1, XP_026668103.1, XP_026668104.1, XP_026668105.1, XP_026668106.1, XP_026668109.1, XP_026668111.1, XP_026668112.1, XP_026668114.1, XP_026668116.1, XP_026668118.1	FBgn0263111	Lflavo2a014099P1, Lflavo2a014173P1	XP_033322102.1, XP_033322103.1, XP_033322130.1	XP_014612096.1, XP_014612098.1, XP_014612099.1	XP_015186681.1, XP_015186683.1, XP_015186686.1, XP_015186692.1, XP_015186694.1
OG0000013	XP_006570899.1	Caust.v2_005916, Caust.v2_008070, Caust.v2_008076, Caust.v2_015877	XP_017884545.1, XP_017884546.1, XP_017887567.1, XP_017888231.1, XP_026671796.1, XP_026671798.1, XP_026671799.1, XP_026673249.1	FBgn0004828, FBgn0014857, FBgn0051613, FBgn0053803, FBgn0053806, FBgn0053809, FBgn0053812, FBgn0053815, FBgn0053818, FBgn0053821, FBgn0053824, FBgn0053827, FBgn0053830, FBgn0053833, FBgn0053836, FBgn0053839, FBgn0053842, FBgn0053845, FBgn0053848, FBgn0053851, FBgn0053854, FBgn0053857, FBgn0053860, FBgn0053863, FBgn0053866	Lflavo2a001236P1	XP_033328623.1, XP_033328624.1, XP_033328768.1, XP_033328965.1, XP_033330795.1	XP_014603633.1, XP_014603634.1, XP_014616926.1	XP_015172183.1, XP_015172185.1, XP_015177684.1
OG0000014	XP_006571199.2, XP_016773499.2, XP_026301968.1, XP_026301972.1, XP_026301973.1, XP_026301978.1, XP_026301980.1, XP_026301983.1, XP_026301989.1, XP_026301991.1, XP_026301994.1, XP_026301998.1, XP_026302002.1, XP_026302003.1	Caust.v2_005623, Caust.v2_009262, Caust.v2_020780	XP_026669413.1, XP_026669416.1, XP_026669422.1, XP_026669426.1, XP_026669431.1, XP_026669436.1, XP_026669441.1, XP_026669446.1, XP_026669447.1, XP_026669449.1, XP_026669454.1, XP_026669457.1, XP_026669460.1, XP_026669464.1, XP_026669470.1, XP_026669475.1, XP_026669481.1, XP_026669484.1, XP_026669490.1, XP_026669498.1, XP_026669508.1	FBgn0259111	Lflavo2a012991P2	XP_033341469.1, XP_033341487.1	XP_014614610.1, XP_014614619.1	XP_015178377.1, XP_015178380.1, XP_015178382.1, XP_015178385.1, XP_015178387.1, XP_015178390.1
OG0000015	XP_026296769.1, XP_026297192.1, XP_026297251.1, XP_026297252.1, XP_026297253.1, XP_026297254.1, XP_026299492.1, XP_026299629.1, XP_026299631.1	Caust.v2_000648, Caust.v2_002607, Caust.v2_009621, Caust.v2_011921, Caust.v2_012470, Caust.v2_014087, Caust.v2_014089, Caust.v2_020982	XP_017878877.2, XP_026667107.1, XP_026668599.1, XP_026673034.1, XP_026674744.1	FBgn0013810, FBgn0013811, FBgn0035581, FBgn0037254	Lflavo2a000499P1, Lflavo2a008323P1, Lflavo2a009944P1, Lflavo2a009971P1, Lflavo2a011200P1	XP_033321060.1, XP_033329125.1, XP_033329947.1, XP_033329950.1, XP_033332176.1, XP_033342927.1, XP_033343017.1	XP_014599455.1, XP_014599968.1, XP_014600255.1, XP_014601711.1, XP_014609882.1	XP_015173622.1, XP_015175416.1, XP_015178312.1, XP_015181325.1, XP_015181793.1
OG0000016	XP_001120613.2, XP_016773396.2, XP_016773398.2, XP_016773400.2, XP_026301049.1	Caust.v2_000174, Caust.v2_002204, Caust.v2_002206, Caust.v2_015672, Caust.v2_015673, Caust.v2_015674, Caust.v2_016206, Caust.v2_016207, Caust.v2_019707, Caust.v2_022008	XP_017889792.1, XP_017889793.1, XP_026667905.1, XP_026675296.1	FBgn0026268, FBgn0030073, FBgn0030332, FBgn0031775, FBgn0036380, FBgn0038878, FBgn0038946, FBgn0069973, FBgn0263830	Lflavo2a000774P1, Lflavo2a000781P1, Lflavo2a002769P1, Lflavo2a005462P1	XP_033329817.1, XP_033339401.1, XP_033340782.1, XP_033341678.1	XP_014601544.1, XP_014602734.1, XP_014612029.1, XP_014614787.1	XP_015181175.1, XP_015181290.1, XP_015181294.1, XP_015181313.1, XP_015182123.1, XP_015188584.1, XP_015189755.1
OG0000017	XP_001120948.1, XP_003249229.1, XP_003249267.2, XP_003249278.2, XP_006558389.2, XP_026300224.1, XP_026300225.1, XP_026300227.1, XP_026300228.1, XP_026300229.1, XP_026300256.1, XP_026300258.1	Caust.v2_014562, Caust.v2_014563, Caust.v2_014858, Caust.v2_014859, Caust.v2_018144	XP_017879450.1, XP_026669011.1, XP_026670078.1, XP_026674945.1, XP_026674948.1, XP_026674953.1, XP_026674957.1, XP_026674959.1, XP_026674960.1, XP_026674961.1		Lflavo2a004506P1, Lflavo2a004511P1, Lflavo2a004742P1, Lflavo2a011045P1	XP_033330645.1, XP_033340023.1, XP_033340024.1, XP_033340025.1, XP_033340147.1, XP_033340148.1, XP_033341682.1, XP_033341684.1, XP_033341685.1	XP_014602990.1, XP_014608901.1, XP_014608902.1, XP_014608934.1	XP_015180925.1, XP_015183802.1, XP_015183883.1
OG0000018	XP_006560572.1, XP_006560575.1, XP_006560577.1, XP_006560582.1, XP_006560587.1, XP_006560588.1, XP_006560589.1, XP_006560590.1, XP_006560591.1, XP_006560593.1, XP_006560595.1, XP_006560596.1, XP_006560597.1, XP_006560598.1, XP_006560599.1, XP_006560600.1, XP_016767051.1, XP_016767053.1, XP_016767054.1, XP_016767055.1, XP_026295740.1, XP_026295745.1, XP_026295746.1, XP_026295747.1, XP_026295748.1	Caust.v2_014280	XP_017877717.1, XP_017877728.1, XP_017877733.1, XP_017877737.1, XP_017877742.1, XP_026668236.1, XP_026668237.1, XP_026668238.1, XP_026668239.1, XP_026668241.1, XP_026668245.1	FBgn0264607	Lflavo2a013737P1	XP_033336841.1, XP_033336842.1, XP_033336844.1	XP_014599640.1, XP_014599641.1	XP_015180374.1, XP_015180377.1, XP_015180399.1
OG0000019	XP_001120014.1, XP_001120889.1, XP_001122218.1, XP_003251406.1, XP_003251626.1	Caust.v2_003525, Caust.v2_013959, Caust.v2_016072, Caust.v2_017759	XP_017887547.1, XP_017888175.1, XP_026673239.1, XP_026675432.1, XP_026675433.1	FBgn0053868, FBgn0053870, FBgn0053872, FBgn0053874, FBgn0053876, FBgn0053878, FBgn0053880, FBgn0053882, FBgn0053884, FBgn0053886, FBgn0053888, FBgn0053890, FBgn0053892, FBgn0053894, FBgn0053896, FBgn0053898, FBgn0053900, FBgn0053902, FBgn0053904, FBgn0053906, FBgn0053908, FBgn0053910, FBgn0061209	Lflavo2a005712P1	XP_033328493.1, XP_033328495.1, XP_033328578.1, XP_033328772.1	XP_014598923.1, XP_014603548.1, XP_014616903.1	XP_015177524.1
OG0000020		Caust.v2_018350, Caust.v2_021980			Lflavo2a000342P1, Lflavo2a001297P1, Lflavo2a001299P1, Lflavo2a001300P1, Lflavo2a001325P1, Lflavo2a001359P1, Lflavo2a002231P1, Lflavo2a003490P1, Lflavo2a003499P1, Lflavo2a003834P1, Lflavo2a003838P1, Lflavo2a005066P1, Lflavo2a005340P1, Lflavo2a005715P1, Lflavo2a006080P1, Lflavo2a006142P1, Lflavo2a006459P1, Lflavo2a006764P1, Lflavo2a007387P1, Lflavo2a008124P1, Lflavo2a008127P1, Lflavo2a008360P1, Lflavo2a008362P1, Lflavo2a008722P1, Lflavo2a008999P1, Lflavo2a009003P1, Lflavo2a009158P1, Lflavo2a009177P1, Lflavo2a009270P1, Lflavo2a009281P1, Lflavo2a009297P1, Lflavo2a010057P1, Lflavo2a010072P1, Lflavo2a011042P1, Lflavo2a011173P1, Lflavo2a012025P1, Lflavo2a012430P1, Lflavo2a012448P1, Lflavo2a012640P1, Lflavo2a012646P1, Lflavo2a013236P1, Lflavo2a013891P1	XP_033327710.1		XP_015189936.1
OG0000021		Caust.v2_003875, Caust.v2_016369			Lflavo2a000316P1, Lflavo2a000729P1, Lflavo2a001372P1, Lflavo2a002156P1, Lflavo2a002217P1, Lflavo2a002219P1, Lflavo2a002932P1, Lflavo2a002937P1, Lflavo2a003082P1, Lflavo2a003854P1, Lflavo2a003858P1, Lflavo2a004065P1, Lflavo2a004315P1, Lflavo2a004317P1, Lflavo2a004321P1, Lflavo2a004322P1, Lflavo2a004327P1, Lflavo2a004336P1, Lflavo2a004732P1, Lflavo2a005060P1, Lflavo2a005257P1, Lflavo2a006154P1, Lflavo2a006160P1, Lflavo2a006304P1, Lflavo2a006718P1, Lflavo2a007135P1, Lflavo2a008144P1, Lflavo2a008777P1, Lflavo2a008906P1, Lflavo2a009000P1, Lflavo2a009162P1, Lflavo2a009169P1, Lflavo2a009429P1, Lflavo2a009500P1, Lflavo2a009907P1, Lflavo2a010327P1, Lflavo2a010414P1, Lflavo2a010813P1, Lflavo2a010875P1, Lflavo2a011798P1, Lflavo2a012417P1, Lflavo2a012581P1, Lflavo2a013202P1, Lflavo2a013793P1			
OG0000022	NP_001257757.1, XP_006558401.1, XP_006558402.1, XP_006561881.1, XP_026300413.1, XP_026300414.1	Caust.v2_001124, Caust.v2_002774, Caust.v2_002775, Caust.v2_002777, Caust.v2_006992	XP_017886965.1, XP_017892831.1, XP_017892832.1	FBgn0000551, FBgn0030492, FBgn0033597, FBgn0033602, FBgn0033603, FBgn0033728, FBgn0035686, FBgn0036110, FBgn0037069, FBgn0050045	Lflavo2a003437P1, Lflavo2a012222P1, Lflavo2a012235P1, Lflavo2a012236P1, Lflavo2a012654P1, Lflavo2a012656P1	XP_033337482.1, XP_033337663.1, XP_033339433.1, XP_033339434.1	XP_014605526.1, XP_014605630.1, XP_014611756.1, XP_014616003.1, XP_014616004.1, XP_014616018.1	XP_015180883.1, XP_015180885.1, XP_015180887.1, XP_015190504.1, XP_015190518.1
OG0000023		Caust.v2_002713, Caust.v2_011126, Caust.v2_014995, Caust.v2_016172, Caust.v2_016260, Caust.v2_018579, Caust.v2_021247	XP_017888023.2, XP_017889706.1, XP_026671375.1, XP_026674450.1, XP_026674459.1	FBgn0032116, FBgn0039387, FBgn0052557, FBgn0286203	Lflavo2a002420P1, Lflavo2a006986P1, Lflavo2a012568P1, Lflavo2a012830P1, Lflavo2a013206P1, Lflavo2a013246P1	XP_033322700.1, XP_033322710.1, XP_033322718.1, XP_033322726.1, XP_033324267.1, XP_033324387.1, XP_033335301.1, XP_033335303.1, XP_033335304.1, XP_033341671.1, XP_033341683.1, XP_033342197.1, XP_033342198.1	XP_014599609.1, XP_014604882.1, XP_014604883.1, XP_014604884.1, XP_014606094.1, XP_014613124.1	XP_015173568.1, XP_015181043.1, XP_015186385.1, XP_015189176.1
